topic_1,topic_2,topic_3,topic_4,movie_id
0.53820145,0.34555426,0.010134813,0.106109515,5721950
0.079334125,0.4736873,0.018897608,0.42808098,4013476
0.5814678,0.14113961,0.15131722,0.12607536,14321288
0.8035522,0.020698644,0.052749135,0.12300004,2600572
0.1064681,0.838585,0.021581085,0.033365816,32492005
0.542558,0.24484916,0.0086477315,0.20394506,5028914
0.28222096,0.22329694,0.22416092,0.2703212,2223589
0.25790915,0.2670174,0.12015513,0.35491833,3278100
0.29103297,0.17070402,0.19181024,0.34645277,4610810
0.84513813,0.040978562,0.0797436,0.034139648,26164871
0.25073326,0.11899273,0.23227756,0.3979965,6724790
0.7747619,0.05927304,0.013249339,0.15271573,26393786
0.60096574,0.06768948,0.22753024,0.10381457,29271529
0.38667595,0.05819397,0.39208123,0.16304886,5877719
0.8674734,0.042691335,0.029307865,0.060527418,2798805
0.54961145,0.06761867,0.06891007,0.31385982,2261407
0.27321982,0.03272684,0.09912075,0.5949326,6941760
0.27867612,0.12882124,0.045483734,0.54701895,24746257
0.87021255,0.016707798,0.023158548,0.08992112,18639038
0.15392946,0.4476719,0.01428876,0.38410988,14760799
0.15542069,0.7281149,0.0012530745,0.11521136,2465797
0.24556272,0.69548947,0.012610848,0.046336945,19869058
0.43073055,0.31362757,0.009147458,0.24649446,30232393
0.88906336,0.01788332,0.018420134,0.07463316,23525900
0.6846807,0.15827644,0.14114247,0.015900394,31831869
0.91007465,0.040426288,0.024186732,0.025312342,30246289
0.822444,0.015018346,0.1358748,0.026662828,29437259
0.8603031,0.040215865,0.0056985375,0.09378253,24654294
0.62410456,0.29921904,0.025274748,0.051401615,4768207
0.29763258,0.5267842,0.0037527285,0.1718305,10933245
0.7853627,0.059763543,0.0088170925,0.14605664,4143048
0.6256321,0.08576492,0.03158341,0.25701955,29412535
0.23111224,0.15115106,0.061412327,0.5563243,11236228
0.40291184,0.4136363,0.013597106,0.16985478,3899170
0.21899076,0.18322307,0.23950395,0.35828218,3374650
0.092157744,0.28692153,0.21839766,0.40252304,4270540
0.7395667,0.2210839,0.009428522,0.029920906,30272395
0.41716334,0.39581698,0.028805038,0.15821469,11688451
0.2920043,0.6258235,0.004284218,0.07788795,36000792
0.4589395,0.280724,0.23433661,0.025999933,8900180
0.7789645,0.051995173,0.00211871,0.1669216,11455154
0.35272318,0.49125886,0.011005846,0.14501213,8904214
0.3804042,0.00469946,0.18634488,0.4285515,24913134
0.61444044,0.08696962,0.2674713,0.031118603,887457
0.13228925,0.48962054,0.24865387,0.12943634,26278717
0.12754875,0.28850725,0.023981363,0.5599626,4254331
0.67361456,0.076895475,0.19256325,0.05692671,840058
0.61859065,0.05931682,0.059823055,0.26226953,18986931
0.07491805,0.19651173,0.2275533,0.5010169,9049483
0.6473784,0.27081072,0.0029559182,0.07885495,21363754
0.18865468,0.69638306,0.018416686,0.09654552,29769606
0.4630568,0.22127722,0.011888406,0.3037776,23233876
0.21228942,0.020908851,0.4920315,0.27477023,2436406
0.7301905,0.050170954,0.08175579,0.13788277,6698176
0.42589635,0.11472106,0.015135756,0.44424686,882893
0.5297122,0.25468263,0.0046068095,0.21099842,35870828
0.3862902,0.115599945,0.24231221,0.25579762,30448760
0.2644412,0.6092244,0.01733069,0.10900374,26057620
0.8111125,0.04769248,0.091235325,0.049959674,24690281
0.20182152,0.13183276,0.23422834,0.43211737,1346925
0.78961563,0.08865581,0.0037096809,0.11801888,5985595
0.3537871,0.56675625,0.062087316,0.017369337,24851820
0.3739229,0.53473544,0.0114592165,0.07988241,1623363
0.5918321,0.24383672,0.07624775,0.088083476,27264955
0.3390427,0.32444865,0.0075007337,0.32900792,16915874
0.42660445,0.1572983,0.15583023,0.26026705,19011235
0.77318376,0.02035468,0.029789165,0.17667243,477099
0.7244774,0.065161265,0.09239197,0.117969394,4039693
0.5070993,0.45176768,0.012063279,0.02906975,5600244
0.30337635,0.46085644,0.079986565,0.15578066,28374580
0.5016118,0.25985524,0.091400824,0.14713204,36036304
0.46890917,0.017820839,0.08808884,0.42518112,25397721
0.42458493,0.10546607,0.344592,0.12535705,1468747
0.66756016,0.03581098,0.13153018,0.1650987,686213
0.15094273,0.80240047,0.013869178,0.03278766,962502
0.3558256,0.16695876,0.13998063,0.33723503,12562570
0.37290195,0.13576512,0.0056536463,0.48567924,14472255
0.8379785,0.04044173,0.07812931,0.043450445,17082042
0.90654325,0.018025134,0.005307821,0.07012379,1138292
0.3150081,0.13815652,0.24951284,0.2973225,28542060
0.48141792,0.44807783,0.0083450675,0.062159196,16168362
0.4950328,0.4283647,0.005156156,0.07144634,10815301
0.6615783,0.054942224,0.25773478,0.02574468,798377
0.17468865,0.6548056,0.031030634,0.13947509,1197917
0.85667473,0.09119845,0.009562439,0.042564407,19900467
0.6359383,0.3116705,0.010478883,0.041912366,4657647
0.33870858,0.31054232,0.00936217,0.34138694,25290660
0.42196426,0.18609476,0.2330648,0.15887617,33128910
0.3770302,0.24817531,0.09506625,0.2797282,2301060
0.042974707,0.8312072,0.017126106,0.108692,7524279
0.92849773,0.030506426,0.02551922,0.015476588,3309323
0.10557429,0.55479157,0.13116251,0.20847167,5676495
0.5376855,0.24448371,0.02095831,0.19687246,7134822
0.6235663,0.059603136,0.22089988,0.09593061,20713272
0.7180501,0.08354708,0.13035882,0.068044014,20334134
0.38182917,0.099590465,0.3322055,0.18637483,30886728
0.5913713,0.3377057,0.0030385852,0.067884356,25452802
0.193458,0.4966734,0.076894894,0.23297371,34602448
0.80118597,0.08776085,0.0031348015,0.10791835,4605877
0.23234192,0.61910677,0.029252324,0.11929895,18502214
0.3427013,0.07799941,0.01198311,0.56731623,4807001
0.70084614,0.12424871,0.10435639,0.07054875,7021576
0.30483562,0.07899353,0.49378178,0.122389086,3787708
0.63201505,0.062536255,0.19766846,0.10778021,11014779
0.5547665,0.031554226,0.14409986,0.26957944,1670656
0.38864064,0.12947479,0.24097177,0.24091278,4633684
0.665199,0.03224083,0.0012777207,0.3012825,2594435
0.3091678,0.08276891,0.034204897,0.5738584,34927590
0.55763465,0.23083404,0.007485798,0.20404553,19815563
0.7136722,0.17507236,0.04378662,0.06746883,2217587
0.28490582,0.04127356,0.043056015,0.6307646,28945798
0.7143787,0.2113455,0.039344277,0.034931522,15861151
0.25091136,0.160628,0.16911006,0.41935056,4059223
0.6927341,0.19503503,0.068535335,0.04369553,27127942
0.57152927,0.1426176,0.068129845,0.21772331,1364770
0.29420367,0.20791817,0.003533361,0.4943448,3326078
0.5148995,0.04614921,0.0023319442,0.43661934,5576724
0.9117113,0.03864436,0.0120333,0.037611052,318810
0.88526756,0.08368281,0.00750687,0.023542747,2533907
0.14311723,0.11487842,0.0015693282,0.740435,12940547
0.6034153,0.20439039,0.03648892,0.15570538,19168185
0.78467965,0.15632072,0.017299414,0.041700218,9014467
0.58890265,0.3432887,0.006925525,0.060883127,35194737
0.7734512,0.121949956,0.05722662,0.04737222,1508787
0.54452354,0.26611504,0.010206765,0.17915466,7731090
0.8202547,0.1015826,0.008985685,0.06917703,19256291
0.796721,0.045379415,0.104347356,0.053552218,34289086
0.39894384,0.045443937,0.007045487,0.5485667,7677968
0.3638795,0.07012424,0.13405727,0.43193898,21286292
0.4863667,0.3774592,0.063796915,0.07237716,22542726
0.8249573,0.13610987,0.010617734,0.028315054,19848011
0.48319972,0.28160378,0.13228193,0.10291454,3076631
0.48871458,0.19585459,0.01054629,0.30488455,12410077
0.48396572,0.24916388,0.09942076,0.16744965,5746032
0.2455458,0.69236034,0.0031424896,0.05895132,2847356
0.8768766,0.047411628,0.010289283,0.06542248,1896864
0.6456971,0.10028035,0.17160897,0.08241357,29130076
0.60898745,0.055804167,0.0044625774,0.3307458,11662268
0.7618939,0.044763904,0.0027405377,0.19060157,31910718
0.60441196,0.19536923,0.0015330802,0.19868569,3569822
0.5195515,0.38470042,0.022829585,0.07291847,16262444
0.6744174,0.16386464,0.053961843,0.10775617,32009821
0.7525016,0.041538466,0.15772273,0.048237175,11199922
0.69570327,0.08784598,0.033101782,0.18334894,25485450
0.8207927,0.066964954,0.031252395,0.080989935,33820074
0.70426834,0.05660657,0.14718132,0.09194381,31964514
0.42338577,0.10910207,0.22262706,0.24488509,3689613
0.44026554,0.3867712,0.00862081,0.16434248,89541
0.3982055,0.49005654,0.0020520403,0.10968596,33192532
0.18703352,0.4808017,0.29954353,0.032621227,551753
0.40317577,0.48219877,0.017524103,0.0971013,3365741
0.36161503,0.3311826,0.0017226603,0.3054797,3783131
0.55920434,0.07885166,0.2540718,0.10787217,6788669
0.89665425,0.047509782,0.0065802285,0.04925579,1812238
0.38012794,0.1471731,0.14937921,0.32331976,14527359
0.51945716,0.31728756,0.022698607,0.14055665,2411357
0.57009596,0.16124594,0.12474449,0.14391357,10534798
0.477526,0.024456788,0.097726285,0.40029097,13538989
0.5893541,0.062124006,0.0026712306,0.34585062,7218457
0.6006256,0.12151156,0.01871305,0.2591498,20987461
0.53880054,0.1459168,0.2122072,0.10307545,17490919
0.053050105,0.008937274,0.08691723,0.8510954,23013668
0.8740356,0.026626969,0.06874643,0.030591045,26499171
0.45692298,0.068670295,0.34551764,0.12888913,18040146
0.5252901,0.0022396997,0.3008793,0.17159095,3163760
0.71038336,0.01238931,0.13251404,0.14471325,20842172
0.9522483,0.019903375,0.008347617,0.019500758,27002245
0.33537596,0.16703479,0.21128726,0.286302,15738569
0.3893487,0.48478147,0.09766273,0.028207151,7230206
0.8061081,0.018201001,0.09893886,0.07675204,24063523
0.1189368,0.63729763,0.01858466,0.2251809,89397
0.48123124,0.24705775,0.112660944,0.15905005,35448806
0.28772748,0.016190605,0.25165236,0.4444296,22362799
0.75790894,0.076503776,0.13797164,0.027615657,28270857
0.55939543,0.070831604,0.2308717,0.1389013,591309
0.30791193,0.008948768,0.299558,0.38358122,4333681
0.7522301,0.0118557615,0.12508726,0.110826895,35235985
0.54008067,0.039125554,0.2471304,0.17366336,8780871
0.22919327,0.21202797,0.01051127,0.5482675,460442
0.64701617,0.1483596,0.15474229,0.049881924,21950055
0.68006194,0.0893857,0.043851547,0.18670079,19745532
0.7811834,0.06562036,0.02923479,0.12396142,20016282
0.72950953,0.08180155,0.06699008,0.12169886,3326121
0.8497389,0.024338275,0.05447532,0.07144749,15687214
0.637212,0.09183779,0.017341241,0.253609,1568715
0.39940447,0.5592954,0.009599587,0.031700525,8348194
0.73183876,0.15958834,0.009581752,0.09899117,15250411
0.47557345,0.31067237,0.08107843,0.13267568,167303
0.6310838,0.31387478,0.01626199,0.038779475,13911206
0.89475673,0.041834876,0.0070173484,0.056391038,11458741
0.89490014,0.0704447,0.006623602,0.028031506,145631
0.8242604,0.14131567,0.010941121,0.023482732,2684050
0.7802187,0.0133370245,0.0076996135,0.19874468,8373513
0.3617428,0.006140038,0.0021770087,0.62994015,32729135
0.498434,0.07279211,0.21856034,0.2102136,5632768
0.3148254,0.023011094,0.008956904,0.6532066,34482077
0.60492593,0.12512161,0.020865899,0.24908657,21375200
0.5459887,0.15044247,0.097052895,0.20651601,175693
0.86497283,0.052072927,0.02236153,0.060592726,20818010
0.8538875,0.017948024,0.10751197,0.020652492,15131446
0.4029229,0.06720414,0.21877903,0.31109393,682280
0.79481167,0.11884025,0.051207405,0.035140622,27159956
0.5045221,0.06994513,0.18015109,0.2453817,113226
0.6383487,0.0025082207,0.25796893,0.10117409,3195539
0.5648955,0.2819985,0.11783401,0.035271972,7810848
0.7893605,0.021008385,0.14296341,0.046667688,6194015
0.7370798,0.017209057,0.124988936,0.120722204,13242057
0.4847596,0.26842028,0.2071423,0.039677855,25724666
0.26700556,0.393671,0.0023812181,0.3369422,204809
0.26345134,0.41710702,0.0015993125,0.31784233,33610926
0.11401801,0.4813818,0.0029886363,0.40161157,6193473
0.20204939,0.5155651,0.0034254673,0.27896005,6309664
0.5956099,0.38341692,0.0059723346,0.015000788,28385931
0.88228786,0.034836248,0.04373426,0.039141618,5883086
0.7816662,0.054280724,0.08157699,0.08247601,3270678
0.7369027,0.012253417,0.05257131,0.19827259,12121822
0.61342615,0.15993297,0.028633788,0.19800712,2712712
0.81717616,0.048653495,0.012764708,0.121405624,3526088
0.57145154,0.14138277,0.19509414,0.09207159,8545989
0.49872717,0.04826434,0.086181276,0.36682716,932424
0.87828505,0.045861695,0.005207436,0.07064582,11195154
0.7875271,0.028774623,0.071053796,0.11264448,25826180
0.39948466,0.040834904,0.19603449,0.3636459,3177319
0.54847467,0.020069852,0.2448421,0.18661332,466340
0.6286091,0.012811029,0.013233541,0.34534627,31368431
0.13881832,0.71785265,0.024923341,0.11840571,27758747
0.3610765,0.6120741,0.0068100938,0.020039326,2926597
0.5847629,0.29265013,0.07576903,0.046818,1367581
0.7932049,0.12540188,0.027520431,0.05387285,21243938
0.45085946,0.19960852,0.012676669,0.33685532,1659954
0.8940036,0.045617748,0.046723675,0.013654968,3083330
0.8216423,0.061312087,0.08370454,0.0333411,28784914
0.31236243,0.54357177,0.11795979,0.026105994,17528498
0.8460407,0.05443246,0.065037385,0.034489416,1425905
0.5977811,0.23105672,0.007943743,0.16321844,36203661
0.7091204,0.1883945,0.051546816,0.050938316,18811245
0.43175498,0.29335585,0.15156871,0.12332043,14998554
0.82107323,0.045539044,0.10301464,0.030373087,666935
0.4576557,0.06689923,0.06627701,0.40916803,8057286
0.5485334,0.100207314,0.24224976,0.109009475,28269074
0.5793733,0.26509115,0.09852577,0.057009783,2974264
0.18601905,0.029980758,0.15928921,0.6247109,18619636
0.36123362,0.0772774,0.18377642,0.37771258,2155481
0.7944836,0.08534746,0.0075827586,0.11258619,26183882
0.72333974,0.08236947,0.08168793,0.112602845,16192018
0.65898514,0.08684439,0.16683298,0.08733752,33188670
0.41699007,0.28887266,0.015146103,0.2789912,595909
0.35276338,0.06337037,0.25424695,0.3296193,36422681
0.33898634,0.23248497,0.22871312,0.19981559,8960715
0.16774741,0.0049167867,0.14549775,0.68183804,5073042
0.5184047,0.43761337,0.009467444,0.03451445,9725560
0.35781854,0.59952545,0.0068112984,0.035844687,12313925
0.09927854,0.32463345,0.07725631,0.49883172,25177919
0.47588465,0.4667435,0.0028427008,0.054529157,5746114
0.73616654,0.1926828,0.0022527787,0.06889786,28075240
0.3963389,0.059216138,0.36086825,0.18357666,15297491
0.73737246,0.066182435,0.07844744,0.11799761,23195993
0.3812768,0.2787892,0.14770356,0.1922305,10364521
0.86503536,0.0138379615,0.04935409,0.071772605,9179879
0.3157093,0.56927496,0.06622019,0.04879557,20848381
0.4195549,0.26150703,0.026424125,0.29251397,5279052
0.7498002,0.024637604,0.19781314,0.02774906,1466166
0.57227236,0.04978489,0.11608153,0.2618612,606121
0.55788577,0.24680847,0.07776401,0.11754174,19680415
0.8488623,0.051777303,0.084089994,0.01527042,12253172
0.3200096,0.24360889,0.15187427,0.2845073,9612342
0.7465773,0.09808841,0.05048633,0.10484794,7252487
0.5463454,0.06173329,0.14676237,0.24515891,25052421
0.56508696,0.08640812,0.0020021112,0.34650278,15453009
0.86685455,0.030501548,0.036682468,0.06596145,25240519
0.5340553,0.43885705,0.008217737,0.018869929,10659691
0.52884394,0.32288006,0.057926085,0.09034996,8776448
0.5563517,0.1464619,0.11681107,0.1803753,1330877
0.5990386,0.33461747,0.0048770527,0.061466865,18427933
0.16056721,0.7119633,0.071380205,0.056089345,15433209
0.6375225,0.07051904,0.107689,0.18426946,25248296
0.78898317,0.037812095,0.007179488,0.16602522,25910532
0.7237142,0.0162224,0.08521897,0.17484446,7079205
0.6037743,0.007409418,0.13639365,0.2524226,3951786
0.71137923,0.21652377,0.008721146,0.06337586,8355088
0.8037969,0.037547577,0.0542962,0.104359314,149791
0.30170983,0.59536344,0.013198434,0.08972824,18357694
0.34421584,0.3517157,0.16069007,0.14337835,1367502
0.5328874,0.27187723,0.1169669,0.07826843,2019404
0.56946075,0.08288444,0.09386172,0.25379303,35131222
0.7824852,0.08876452,0.037590314,0.09115996,14611324
0.5917159,0.04394504,0.2780495,0.086289585,8448301
0.68676287,0.008287486,0.17920175,0.12574792,24713061
0.3484555,0.37798017,0.05698677,0.21657754,5329751
0.7323783,0.19008282,0.016865809,0.060673073,13654305
0.61437917,0.26123545,0.024263248,0.10012212,30586621
0.8611116,0.037018303,0.07748593,0.024384247,28873034
0.20038696,0.11830988,0.0849183,0.5963848,6051512
0.45939338,0.2469541,0.17279069,0.12086186,16737036
0.34156743,0.4639522,0.15494952,0.039530832,33773876
0.7421185,0.027754959,0.12850414,0.1016224,33201358
0.8323946,0.13036193,0.016080223,0.021163207,32186653
0.2549596,0.4985006,0.19085287,0.05568695,20691749
0.8095749,0.042377155,0.04967963,0.09836837,24069500
0.59385806,0.3370432,0.009970729,0.05912801,6056195
0.72492194,0.14103436,0.12344949,0.010594169,33493993
0.5669872,0.052155197,0.20567286,0.17518473,11449217
0.54426897,0.04565235,0.029399129,0.38067952,17180952
0.5342847,0.042244747,0.10661804,0.31685245,2015043
0.34816805,0.01829534,0.46482295,0.16871367,5501911
0.235117,0.26036358,0.124256775,0.38026267,34744345
0.24279055,0.25139493,0.025620144,0.48019436,308898
0.26218513,0.2967094,0.13536374,0.30574176,441926
0.2718219,0.47766307,0.038288444,0.21222661,1008396
0.38103145,0.008491039,0.14378306,0.46669447,31555231
0.6616491,0.14884521,0.0023080986,0.18719754,29640756
0.4238216,0.012921826,0.3222104,0.24104618,12211624
0.6411994,0.006006857,0.19025269,0.16254103,12212399
0.53289497,0.12239596,0.05880942,0.28589973,1498916
0.21579862,0.45617208,0.21634912,0.1116802,6490523
0.34621075,0.5836401,0.046615615,0.023533596,2914693
0.54785585,0.28458792,0.043189716,0.12436652,2116395
0.039511885,0.021983022,0.13137725,0.80712783,17862461
0.7923497,0.18452854,0.0068148114,0.016306946,19204182
0.5776126,0.07154989,0.31099027,0.0398473,12202956
0.8928396,0.0055032303,0.09458169,0.007075489,23789920
0.366199,0.4912955,0.0015075859,0.14099795,20461830
0.41402727,0.2572607,0.2316426,0.097069435,35754303
0.58797836,0.31581864,0.0056901122,0.09051287,12666854
0.110804684,0.7846563,0.02162889,0.082910195,14582951
0.29043558,0.42723665,0.17841369,0.103914045,2572817
0.63155943,0.30705056,0.0011219286,0.06026808,3374760
0.16438346,0.03506619,0.28723264,0.5133177,14526878
0.3745513,0.55425316,0.00710414,0.064091444,1654151
0.3423922,0.26061043,0.17758857,0.21940877,11104130
0.41998821,0.085071124,0.3293812,0.16555947,3520805
0.6720489,0.20506084,0.05359404,0.06929615,26118288
0.7438498,0.021642603,0.18394984,0.05055778,19022589
